字頻序號,字,部首,筆畫,出現頻次,累積頻次,出現百分比,累積百分比
534,禮,示,18,474,924804,0.03927167,76.62150979
535,紀,糸,9,473,925277,0.03918882,76.66069861
536,唱,口,11,472,925749,0.03910596,76.69980457
537,資,貝,13,470,926219,0.03894026,76.73874483
538,倒,人,10,469,926688,0.03885741,76.77760224
539,排,手,11,469,927157,0.03885741,76.81645965
540,越,走,12,469,927626,0.03885741,76.85531706
541,朝,月,12,469,928095,0.03885741,76.89417447
542,備,人,12,466,928561,0.03860886,76.93278333
543,船,舟,11,464,929025,0.03844315,76.97122648
544,坐,土,7,463,929488,0.03836030,77.00958678
545,病,ば,10,461,929949,0.03819460,77.04778138
546,鐵,金,21,460,930409,0.03811175,77.08589313
547,視,見,12,459,930868,0.03802889,77.12392202
548,史,口,5,456,931324,0.03778034,77.16170236
549,妹,女,8,456,931780,0.03778034,77.19948270
550,板,木,8,456,932236,0.03778034,77.23726304
551,紙,糸,10,456,932692,0.03778034,77.27504338
552,詩,言,13,456,933148,0.03778034,77.31282372
553,狀,犬,8,453,933601,0.03753178,77.35035550
554,農,辰,13,452,934053,0.03744893,77.38780443
555,趕,走,14,450,934503,0.03728323,77.42508766
556,啦,口,11,449,934952,0.03720038,77.46228804
557,錯,金,16,449,935401,0.03720038,77.49948842
558,房,戶,8,448,935849,0.03711753,77.53660595
559,夠,夕,11,447,936296,0.03703467,77.57364062
560,戲,戈,17,446,936742,0.03695182,77.61059244
561,養,食,15,445,937187,0.03686897,77.64746141
562,亞,二,8,444,937631,0.03678612,77.68424753
563,員,口,10,444,938075,0.03678612,77.72103365
564,李,木,7,442,938517,0.03662042,77.75765407
565,畢,田,11,440,938957,0.03645471,77.79410878
566,斷,斤,18,438,939395,0.03628901,77.83039779
567,型,土,9,435,939830,0.03604045,77.86643824
568,雄,隹,12,435,940265,0.03604045,77.90247869
569,衣,衣,6,434,940699,0.03595760,77.93843629
570,消,水,10,434,941133,0.03595760,77.97439389
571,奶,女,5,432,941565,0.03579190,78.01018579
572,左,工,5,431,941996,0.03570905,78.04589484
573,恐,心,10,431,942427,0.03570905,78.08160389
574,塊,土,13,429,942856,0.03554335,78.11714724
575,座,な,10,428,943284,0.03546049,78.15260773
576,尺,尸,4,427,943711,0.03537764,78.18798537
577,終,糸,11,427,944138,0.03537764,78.22336301
578,燈,火,16,427,944565,0.03537764,78.25874065
579,緊,糸,14,425,944990,0.03521194,78.29395259
580,團,囗,14,424,945414,0.03512909,78.32908168
581,層,尸,15,424,945838,0.03512909,78.36421077
582,油,水,8,422,946260,0.03496338,78.39917415
583,院,阜,10,422,946682,0.03496338,78.43413753
584,察,で,14,420,947102,0.03479768,78.46893521
585,助,力,7,419,947521,0.03471483,78.50365004
586,準,水,13,419,947940,0.03471483,78.53836487
587,決,水,7,418,948358,0.03463198,78.57299685
588,伯,人,7,418,948776,0.03463198,78.60762883
589,周,口,8,417,949193,0.03454913,78.64217796
590,失,大,5,416,949609,0.03446627,78.67664423
591,易,日,8,414,950023,0.03430057,78.71094480
592,依,人,8,414,950437,0.03430057,78.74524537
593,妳,女,8,413,950850,0.03421772,78.77946309
594,吸,口,7,413,951263,0.03421772,78.81368081
595,政,の,9,411,951674,0.03405202,78.84773283
596,停,人,11,410,952084,0.03396916,78.88170199
597,訴,言,12,410,952494,0.03396916,78.91567115
598,羅,网,19,410,952904,0.03396916,78.94964031
599,必,心,5,409,953313,0.03388631,78.98352662
600,婆,女,11,409,953722,0.03388631,79.01741293
601,綠,糸,14,409,954131,0.03388631,79.05129924
602,右,口,5,408,954539,0.03380346,79.08510270
603,令,人,5,408,954947,0.03380346,79.11890616
604,景,日,12,406,955353,0.03363776,79.15254392
605,雲,雨,12,406,955759,0.03363776,79.18618168
606,買,貝,12,406,956165,0.03363776,79.21981944
607,軍,車,9,404,956569,0.03347205,79.25329149
608,似,人,7,402,956971,0.03330635,79.28659784
609,護,言,21,402,957373,0.03330635,79.31990419
610,引,弓,4,399,957772,0.03305780,79.35296199
611,驗,馬,23,399,958171,0.03305780,79.38601979
612,甲,田,5,395,958566,0.03272639,79.41874618
613,掉,手,11,395,958961,0.03272639,79.45147257
614,剛,刀,10,394,959355,0.03264354,79.48411611
615,圓,囗,13,393,959748,0.03256069,79.51667680
616,取,又,8,392,960140,0.03247784,79.54915464
617,查,木,9,392,960532,0.03247784,79.58163248
618,基,土,11,391,960923,0.03239498,79.61402746
619,調,言,15,391,961314,0.03239498,79.64642244
620,隨,阜,16,390,961704,0.03231213,79.67873457
621,害,で,10,389,962093,0.03222928,79.71096385
622,境,土,14,389,962482,0.03222928,79.74319313
623,野,里,11,388,962870,0.03214643,79.77533956
624,康,な,11,388,963258,0.03214643,79.80748599
625,息,心,10,387,963645,0.03206358,79.83954957
626,竹,竹,6,386,964031,0.03198073,79.87153030
627,群,羊,13,386,964417,0.03198073,79.90351103
628,戰,戈,16,385,964802,0.03189787,79.93540890
629,置,网,13,384,965186,0.03181502,79.96722392
630,狗,犬,8,383,965569,0.03173217,79.99895609
631,極,木,13,383,965952,0.03173217,80.03068826
632,推,手,11,382,966334,0.03164932,80.06233758
633,漸,水,14,382,966716,0.03164932,80.09398690
634,居,尸,8,381,967097,0.03156647,80.12555337
635,德,彳,15,381,967478,0.03156647,80.15711984
636,絲,糸,12,380,967858,0.03148362,80.18860346
637,足,足,7,379,968237,0.03140076,80.22000422
638,冷,ち,7,379,968616,0.03140076,80.25140498
639,館,食,16,378,968994,0.03131791,80.28272289
640,即,つ,7,377,969371,0.03123506,80.31395795
641,傷,人,13,376,969747,0.03115221,80.34511016
642,製,衣,14,375,970122,0.03106936,80.37617952
643,臉,肉,17,375,970497,0.03106936,80.40724888
644,集,隹,12,374,970871,0.03098651,80.43823539
645,社,示,8,373,971244,0.03090365,80.46913904
646,卡,卜,5,372,971616,0.03082080,80.49995984
647,歲,止,13,371,971987,0.03073795,80.53069779
648,舞,舛,14,371,972358,0.03073795,80.56143574
649,賽,貝,17,371,972729,0.03073795,80.59217369
650,香,香,9,370,973099,0.03065510,80.62282879
651,琴,玉,12,370,973469,0.03065510,80.65348389
652,慢,心,14,369,973838,0.03057225,80.68405614
653,牙,牙,4,368,974206,0.03048940,80.71454554
654,曾,曰,12,368,974574,0.03048940,80.74503494
655,沙,水,7,367,974941,0.03040654,80.77544148
656,穿,穴,9,365,975306,0.03024084,80.80568232
657,睡,目,14,364,975670,0.03015799,80.83584031
658,需,雨,14,364,976034,0.03015799,80.86599830
659,般,舟,10,363,976397,0.03007514,80.89607344
660,蘭,艸,21,362,976759,0.02999229,80.92606573
661,歷,止,16,360,977119,0.02982658,80.95589231
662,質,貝,15,359,977478,0.02974373,80.98563604
663,切,刀,4,358,977836,0.02966088,81.01529692
664,爺,父,13,358,978194,0.02966088,81.04495780
665,洲,水,9,356,978550,0.02949518,81.07445298
666,孔,子,4,355,978905,0.02941233,81.10386531
667,突,穴,9,355,979260,0.02941233,81.13327764
668,源,水,13,354,979614,0.02932947,81.16260711
669,震,雨,15,353,979967,0.02924662,81.19185373
670,靜,青,16,353,980320,0.02924662,81.22110035
671,充,儿,5,352,980672,0.02916377,81.25026412
672,錄,金,16,352,981024,0.02916377,81.27942789
673,午,十,4,351,981375,0.02908092,81.30850881
674,講,言,17,351,981726,0.02908092,81.33758973
675,系,糸,7,350,982076,0.02899807,81.36658780
676,急,心,9,350,982426,0.02899807,81.39558587
677,藏,艸,18,350,982776,0.02899807,81.42458394
678,速,ひ,11,348,983124,0.02883236,81.45341630
679,升,十,4,346,983470,0.02866666,81.48208296
680,持,手,9,346,983816,0.02866666,81.51074962
681,討,言,10,346,984162,0.02866666,81.53941628
682,短,矢,12,346,984508,0.02866666,81.56808294
683,客,で,9,345,984853,0.02858381,81.59666675
684,迷,ひ,10,345,985198,0.02858381,81.62525056
685,順,頁,12,344,985542,0.02850096,81.65375152
686,米,米,6,343,985885,0.02841811,81.68216963
687,另,口,5,342,986227,0.02833525,81.71050488
688,低,人,7,342,986569,0.02833525,81.73884013
689,帝,巾,9,342,986911,0.02833525,81.76717538
690,呼,口,8,339,987250,0.02808670,81.79526208
691,富,で,12,339,987589,0.02808670,81.82334878
692,貴,貝,12,339,987928,0.02808670,81.85143548
693,續,糸,21,339,988267,0.02808670,81.87952218
694,存,子,6,337,988604,0.02792100,81.90744318
695,態,心,14,337,988941,0.02792100,81.93536418
696,驚,馬,23,337,989278,0.02792100,81.96328518
697,洋,水,9,335,989613,0.02775529,81.99104047
698,務,力,11,334,989947,0.02767244,82.01871291
699,健,人,11,333,990280,0.02758959,82.04630250
700,費,貝,12,333,990613,0.02758959,82.07389209
701,玉,玉,5,332,990945,0.02750674,82.10139883
702,背,肉,9,332,991277,0.02750674,82.12890557
703,維,糸,14,331,991608,0.02742389,82.15632946
704,姊,女,8,329,991937,0.02725818,82.18358764
705,盡,皿,14,329,992266,0.02725818,82.21084582
706,廣,な,15,329,992595,0.02725818,82.23810400
707,仙,人,5,328,992923,0.02717533,82.26527933
708,創,刀,12,327,993250,0.02709248,82.29237181
709,據,手,16,327,993577,0.02709248,82.31946429
710,究,穴,7,326,993903,0.02700963,82.34647392
711,彩,ね,11,326,994229,0.02700963,82.37348355
712,優,人,17,326,994555,0.02700963,82.40049318
713,辛,辛,7,325,994880,0.02692678,82.42741996
714,喔,口,12,322,995202,0.02667822,82.45409818
715,裏,衣,13,322,995524,0.02667822,82.48077640
716,供,人,8,320,995844,0.02651252,82.50728892
717,永,水,5,319,996163,0.02642967,82.53371859
718,田,田,5,319,996482,0.02642967,82.56014826
719,官,で,8,318,996800,0.02634682,82.58649508
720,待,彳,9,318,997118,0.02634682,82.61284190
721,男,田,7,317,997435,0.02626396,82.63910586
722,修,人,10,317,997752,0.02626396,82.66536982
723,雙,隹,18,317,998069,0.02626396,82.69163378
724,陳,阜,11,316,998385,0.02618111,82.71781489
725,測,水,12,315,998700,0.02609826,82.74391315
726,標,木,15,315,999015,0.02609826,82.77001141
727,鼓,鼓,13,314,999329,0.02601541,82.79602682
728,毛,毛,4,313,999642,0.02593256,82.82195938
729,案,木,10,313,999955,0.02593256,82.84789194
730,飯,食,12,313,1000268,0.02593256,82.87382450
731,針,金,10,311,1000579,0.02576685,82.89959135
732,旅,方,10,311,1000890,0.02576685,82.92535820
733,含,口,7,310,1001200,0.02568400,82.95104220
734,竟,音,11,310,1001510,0.02568400,82.97672620
735,領,頁,14,310,1001820,0.02568400,83.00241020
736,顆,頁,17,310,1002130,0.02568400,83.02809420
737,研,石,9,308,1002438,0.02551830,83.05361250
738,屬,尸,21,308,1002746,0.02551830,83.07913080
739,材,木,7,307,1003053,0.02543545,83.10456625
740,拜,手,9,307,1003360,0.02543545,83.13000170
741,適,ひ,15,307,1003667,0.02543545,83.15543715
742,善,羊,12,306,1003973,0.02535260,83.18078975
743,枝,木,8,304,1004277,0.02518689,83.20597664
744,增,土,15,304,1004581,0.02518689,83.23116353
745,頁,頁,9,303,1004884,0.02510404,83.25626757
746,眾,目,11,302,1005186,0.02502119,83.28128876
747,睛,目,13,302,1005488,0.02502119,83.30630995
748,岩,山,8,301,1005789,0.02493834,83.33124829
749,密,で,11,301,1006090,0.02493834,83.35618663
750,醫,酉,18,301,1006391,0.02493834,83.38112497
751,趣,走,15,299,1006690,0.02477263,83.40589760
752,姑,女,8,298,1006988,0.02468978,83.43058738
753,附,阜,8,298,1007286,0.02468978,83.45527716
754,劇,刀,15,298,1007584,0.02468978,83.47996694
755,盤,皿,15,298,1007882,0.02468978,83.50465672
756,治,水,8,297,1008179,0.02460693,83.52926365
757,乾,乙,11,297,1008476,0.02460693,83.55387058
758,項,頁,12,297,1008773,0.02460693,83.57847751
759,確,石,15,297,1009070,0.02460693,83.60308444
760,村,木,7,296,1009366,0.02452408,83.62760852
761,武,止,8,296,1009662,0.02452408,83.65213260
762,波,水,8,296,1009958,0.02452408,83.67665668
763,救,の,11,296,1010254,0.02452408,83.70118076
764,省,目,9,295,1010549,0.02444123,83.72562199
765,專,寸,11,295,1010844,0.02444123,83.75006322
766,顧,頁,21,295,1011139,0.02444123,83.77450445
767,印,つ,6,293,1011432,0.02427552,83.79877997
768,摩,手,15,293,1011725,0.02427552,83.82305549
769,寒,で,12,292,1012017,0.02419267,83.84724816
770,藍,艸,18,290,1012307,0.02402697,83.87127513
771,雞,隹,18,290,1012597,0.02402697,83.89530210
772,屋,尸,9,289,1012886,0.02394412,83.91924622
773,嘴,口,16,289,1013175,0.02394412,83.94319034
774,未,木,5,288,1013463,0.02386127,83.96705161
775,模,木,15,288,1013751,0.02386127,83.99091288
776,技,手,7,287,1014038,0.02377841,84.01469129
777,鼠,鼠,13,287,1014325,0.02377841,84.03846970
778,血,血,6,286,1014611,0.02369556,84.06216526
779,休,人,6,284,1014895,0.02352986,84.08569512
780,射,寸,10,284,1015179,0.02352986,84.10922498
781,喝,口,12,283,1015462,0.02344701,84.13267199
782,陸,阜,11,283,1015745,0.02344701,84.15611900
783,鐘,金,20,283,1016028,0.02344701,84.17956601
784,配,酉,10,282,1016310,0.02336416,84.20293017
785,湖,水,12,282,1016592,0.02336416,84.22629433
786,兵,八,7,281,1016873,0.02328131,84.24957564
787,倍,人,10,281,1017154,0.02328131,84.27285695
788,議,言,20,281,1017435,0.02328131,84.29613826
789,貝,貝,7,280,1017715,0.02319845,84.31933671
790,旁,方,10,280,1017995,0.02319845,84.34253516
791,洞,水,9,278,1018273,0.02303275,84.36556791
792,雪,雨,11,278,1018551,0.02303275,84.38860066
793,賞,貝,15,278,1018829,0.02303275,84.41163341
794,素,糸,10,277,1019106,0.02294990,84.43458331
795,忘,心,7,276,1019382,0.02286705,84.45745036
796,簡,竹,18,276,1019658,0.02286705,84.48031741
797,端,立,14,275,1019933,0.02278420,84.50310161
798,孫,子,10,273,1020206,0.02261849,84.52572010
799,圍,囗,12,273,1020479,0.02261849,84.54833859
800,敬,の,13,273,1020752,0.02261849,84.57095708
801,搖,手,13,273,1021025,0.02261849,84.59357557
802,貓,豸,16,273,1021298,0.02261849,84.61619406
803,隊,阜,12,271,1021569,0.02245279,84.63864685
804,菜,艸,12,271,1021840,0.02245279,84.66109964
805,藥,艸,19,271,1022111,0.02245279,84.68355243
806,顯,頁,23,271,1022382,0.02245279,84.70600522
807,朵,木,6,270,1022652,0.02236994,84.72837516
808,商,口,11,270,1022922,0.02236994,84.75074510
809,獲,犬,17,270,1023192,0.02236994,84.77311504
810,皇,白,9,269,1023461,0.02228709,84.79540213
811,迎,ひ,8,269,1023730,0.02228709,84.81768922
812,露,雨,21,269,1023999,0.02228709,84.83997631
813,仍,人,4,267,1024266,0.02212138,84.86209769
814,幸,干,8,267,1024533,0.02212138,84.88421907
815,鏡,金,19,267,1024800,0.02212138,84.90634045
816,哇,口,9,266,1025066,0.02203853,84.92837898
817,絕,糸,12,266,1025332,0.02203853,84.95041751
818,支,支,4,265,1025597,0.02195568,84.97237319
819,制,刀,8,265,1025862,0.02195568,84.99432887
820,良,艮,7,265,1026127,0.02195568,85.01628455
821,銀,金,14,265,1026392,0.02195568,85.03824023
822,壞,土,19,264,1026656,0.02187283,85.06011306
823,宮,で,10,263,1026919,0.02178998,85.08190304
824,忽,心,8,262,1027181,0.02170712,85.10361016
825,夏,,10,262,1027443,0.02170712,85.12531728
826,復,彳,12,262,1027705,0.02170712,85.14702440
827,止,止,4,261,1027966,0.02162427,85.16864867
828,投,手,7,261,1028227,0.02162427,85.19027294
829,探,手,11,261,1028488,0.02162427,85.21189721
830,冬,ち,5,260,1028748,0.02154142,85.23343863
831,爬,爪,8,260,1029008,0.02154142,85.25498005
832,奏,大,9,260,1029268,0.02154142,85.27652147
833,係,人,9,260,1029528,0.02154142,85.29806289
834,博,十,12,260,1029788,0.02154142,85.31960431
835,乙,乙,1,259,1030047,0.02145857,85.34106288
836,守,で,6,256,1030303,0.02121001,85.36227289
837,局,尸,7,255,1030558,0.02112716,85.38340005
838,乎,ぜ,5,254,1030812,0.02104431,85.40444436
839,液,水,11,254,1031066,0.02104431,85.42548867
840,構,木,14,254,1031320,0.02104431,85.44653298
841,際,阜,14,254,1031574,0.02104431,85.46757729
842,須,頁,12,252,1031826,0.02087861,85.48845590
843,範,竹,15,252,1032078,0.02087861,85.50933451
844,頂,頁,11,251,1032329,0.02079576,85.53013027
845,殺,殳,11,251,1032580,0.02079576,85.55092603
846,獨,犬,16,251,1032831,0.02079576,85.57172179
847,初,衣,8,249,1033080,0.02063005,85.59235184
848,透,ひ,11,249,1033329,0.02063005,85.61298189
849,漢,水,14,249,1033578,0.02063005,85.63361194
850,鬼,鬼,10,247,1033825,0.02046435,85.65407629
851,蛋,虫,11,247,1034072,0.02046435,85.67454064
852,燒,火,16,247,1034319,0.02046435,85.69500499
853,哭,口,10,246,1034565,0.02038150,85.71538649
854,兔,儿,8,245,1034810,0.02029865,85.73568514
855,若,艸,9,245,1035055,0.02029865,85.75598379
856,破,石,10,245,1035300,0.02029865,85.77628244
857,差,工,10,245,1035545,0.02029865,85.79658109
858,顏,頁,18,245,1035790,0.02029865,85.81687974
859,織,糸,18,244,1036034,0.02021580,85.83709554
860,尾,尸,7,244,1036278,0.02021580,85.85731134
861,規,見,11,244,1036522,0.02021580,85.87752714
862,壁,土,16,244,1036766,0.02021580,85.89774294
863,築,竹,16,244,1037010,0.02021580,85.91795874
864,吹,口,7,244,1037254,0.02021580,85.93817454
865,酒,酉,10,243,1037497,0.02013294,85.95830748
866,痛,ば,12,242,1037739,0.02005009,85.97835757
867,防,阜,7,241,1037980,0.01996724,85.99832481
868,勞,力,12,238,1038218,0.01971869,86.01804350
869,珍,玉,9,237,1038455,0.01963583,86.03767933
870,愈,心,13,237,1038692,0.01963583,86.05731516
871,換,手,12,237,1038929,0.01963583,86.07695099
872,漂,水,14,237,1039166,0.01963583,86.09658682
873,岸,山,8,236,1039402,0.01955298,86.11613980
874,昨,日,9,236,1039638,0.01955298,86.13569278
875,倫,人,10,236,1039874,0.01955298,86.15524576
876,遇,ひ,13,236,1040110,0.01955298,86.17479874
877,江,水,6,235,1040345,0.01947013,86.19426887
878,微,彳,13,235,1040580,0.01947013,86.21373900
879,幼,ど,5,234,1040814,0.01938728,86.23312628
880,郎,邑,9,234,1041048,0.01938728,86.25251356
881,榮,木,14,234,1041282,0.01938728,86.27190084
882,歐,欠,15,234,1041516,0.01938728,86.29128812
883,聯,耳,17,234,1041750,0.01938728,86.31067540
884,懷,心,19,234,1041984,0.01938728,86.33006268
885,願,頁,19,234,1042218,0.01938728,86.34944996
886,互,二,4,233,1042451,0.01930443,86.36875439
887,羊,羊,6,232,1042683,0.01922158,86.38797597
888,游,水,12,232,1042915,0.01922158,86.40719755
889,派,水,9,231,1043146,0.01913872,86.42633627
890,梅,木,11,231,1043377,0.01913872,86.44547499
891,蓋,艸,14,231,1043608,0.01913872,86.46461371
892,壓,土,17,231,1043839,0.01913872,86.48375243
893,警,言,20,231,1044070,0.01913872,86.50289115
894,丁,一,2,230,1044300,0.01905587,86.52194702
895,粉,米,10,230,1044530,0.01905587,86.54100289
896,擔,手,16,230,1044760,0.01905587,86.56005876
897,免,儿,7,229,1044989,0.01897302,86.57903178
898,偷,人,11,229,1045218,0.01897302,86.59800480
899,豐,豆,18,229,1045447,0.01897302,86.61697782
900,偉,人,11,228,1045675,0.01889017,86.63586799
901,繼,糸,20,228,1045903,0.01889017,86.65475816
902,季,子,8,227,1046130,0.01880732,86.67356548
903,施,方,9,227,1046357,0.01880732,86.69237280
904,亂,乙,13,227,1046584,0.01880732,86.71118012
905,袋,衣,11,226,1046810,0.01872447,86.72990459
906,窗,穴,12,226,1047036,0.01872447,86.74862906
907,斤,斤,4,225,1047261,0.01864161,86.76727067
908,份,人,6,225,1047486,0.01864161,86.78591228
909,努,力,7,225,1047711,0.01864161,86.80455389
910,島,山,10,225,1047936,0.01864161,86.82319550
911,減,水,12,225,1048161,0.01864161,86.84183711
912,魔,鬼,21,225,1048386,0.01864161,86.86047872
913,巨,工,5,224,1048610,0.01855876,86.87903748
914,仔,人,5,224,1048834,0.01855876,86.89759624
915,負,貝,9,224,1049058,0.01855876,86.91615500
916,追,ひ,10,224,1049282,0.01855876,86.93471376
917,險,阜,16,224,1049506,0.01855876,86.95327252
918,劉,刀,15,223,1049729,0.01847591,86.97174843
919,衛,行,15,222,1049951,0.01839306,86.99014149
